id,domain,title,status,evidence,notes,source
E-0010,era-research-github,bcefghj/medical-multi-agent-system/python/src/models/treatment.py,reference,https://github.com/bcefghj/medical-multi-agent-system,Source: gh-hipaa-audit-trail,era-research
E-0011,era-research-github,bibinprathap/VeritasGraph/veritas-reason/CHANGELOG.md,reference,https://github.com/bibinprathap/VeritasGraph,Source: gh-fda-21-cfr-part-11,era-research
E-0012,era-research-github,BioAnkh84/echo-root-ve/VE_MEDICAL_GRADE_SPEC.md,reference,https://github.com/BioAnkh84/echo-root-ve,Source: gh-fda-21-cfr-part-11,era-research
E-0013,era-research-github,bybren-llc/safe-agentic-workflow/docs/whitepapers/ANTHROPIC-RESEARCH-ALIGNMENT.md,reference,https://github.com/bybren-llc/safe-agentic-workflow,Source: gh-gdpr-article-25,era-research
E-0014,era-research-github,caffeinepub/iso-9001-audit-tool/README.md,reference,https://github.com/caffeinepub/iso-9001-audit-tool,Source: gh-iso-9001-audit,era-research
E-0015,era-research-github,caffeinepub/iso-9001-audit-tool/spec.md,reference,https://github.com/caffeinepub/iso-9001-audit-tool,Source: gh-iso-9001-audit,era-research
E-0016,era-research-github,citp/privacy-policy-historical/s/se/sec/secure-res.com.md,reference,https://github.com/citp/privacy-policy-historical,Source: gh-gdpr-article-25,era-research
E-0017,era-research-github,clawpod-app/awesome-openclaw-agent-packs/packs/finance/HEARTBEAT.md,reference,https://github.com/clawpod-app/awesome-openclaw-agent-packs,Source: gh-sox-controls,era-research
E-0018,era-research-github,cmu-l3/gym-anything/benchmarks/cua_world/environments/calligra_words_env/tasks/iso_9001_audit_report_formatting/export_result.sh,reference,https://github.com/cmu-l3/gym-anything,Source: gh-iso-9001-audit,era-research
E-0019,era-research-github,cmu-l3/gym-anything/benchmarks/cua_world/environments/draw_desktop_env/tasks/purchase_to_pay_swimlane/README.md,reference,https://github.com/cmu-l3/gym-anything,Source: gh-iso-9001-audit,era-research
E-0020,era-research-github,Cojekt/LibreDental/internal/domain/audit.go,reference,https://github.com/Cojekt/LibreDental,Source: gh-hipaa-audit-trail,era-research
E-0021,era-research-github,colaberry/WorldOfTaxonomy/wiki/process-frameworks.md,reference,https://github.com/colaberry/WorldOfTaxonomy,Source: gh-cobit-2019,era-research
E-0022,era-research-github,cryptee/web-client/source/imports/www/index-why.kit,reference,https://github.com/cryptee/web-client,Source: gh-gdpr-article-25,era-research
E-0023,era-research-github,curiositech/some_claude_skills/website/docs/skills/admin_dashboard/admin_dashboard.md,reference,https://github.com/curiositech/some_claude_skills,Source: gh-hipaa-audit-trail,era-research
E-0024,era-research-github,CycloneDX/guides/MBOM/en/0x10-Introduction.md,reference,https://github.com/CycloneDX/guides,Source: gh-fda-21-cfr-part-11,era-research
E-0025,era-research-github,d11171731/research/thuy/archive/ITSM-QA-Assessment-Report-2025.md,reference,https://github.com/d11171731/research,Source: gh-itil-audit,era-research
E-0026,era-research-github,DevOpsMadDog/Fixops/.omc/prds/detailed/community_498.md,reference,https://github.com/DevOpsMadDog/Fixops,Source: gh-hipaa-audit-trail,era-research
E-0027,era-research-github,diegosouzapw/awesome-omni-skills/skills/privacy-by-design-v2/README.md,reference,https://github.com/diegosouzapw/awesome-omni-skills,Source: gh-gdpr-article-25,era-research
E-0028,era-research-github,dracos/pohi-evidence/WITN04510100 - Mik Peach - Witness statement.txt,reference,https://github.com/dracos/pohi-evidence,Source: gh-itil-audit,era-research
E-0029,era-research-github,DreamLab-AI/knowledgeGraph/ontology/pages/GDPR Article 25.md,reference,https://github.com/DreamLab-AI/knowledgeGraph,Source: gh-gdpr-article-25,era-research
E-0030,era-research-github,DurgaHanumathPrasad/ArtPark-Hackathon-Drifting-Cowpokes/BANKING_skills_copyable.py,reference,https://github.com/DurgaHanumathPrasad/ArtPark-Hackathon-Drifting-Cowpokes,Source: gh-itil-audit,era-research
E-0031,era-research-github,edmozley/freeitsm/lang/en/tickets.php,reference,https://github.com/edmozley/freeitsm,Source: gh-itil-audit,era-research
E-0032,era-research-github,emiliaprotocol/emilia-protocol/docs/compliance/EMILIA-FOR-SOX-CONTROLS.md,reference,https://github.com/emiliaprotocol/emilia-protocol,Source: gh-sox-controls,era-research
E-0033,era-research-github,ERPLibre/ERPLibre/.claude/agents/compliance-specialist.md,reference,https://github.com/ERPLibre/ERPLibre,Source: gh-sox-controls,era-research
E-0034,era-research-github,ErwanLorteau/BMAD_Openclaw/bmad-method/bmm/workflows/2-plan-workflows/create-prd/data/prd-purpose.md,reference,https://github.com/ErwanLorteau/BMAD_Openclaw,Source: gh-sox-controls,era-research
E-0035,era-research-github,ever-works/awesome-time-tracking/details/time-entry-audit-trail.md,reference,https://github.com/ever-works/awesome-time-tracking,Source: gh-sox-controls,era-research
E-0036,era-research-github,factory-x/essential-industrial-automation-links/README.md,reference,https://github.com/factory-x/essential-industrial-automation-links,Source: gh-fda-21-cfr-part-11,era-research
E-0037,era-research-github,firestoned/bindy/docker/README.md,reference,https://github.com/firestoned/bindy,Source: gh-sox-controls,era-research
E-0038,era-research-github,firestoned/bindy/README.md,reference,https://github.com/firestoned/bindy,Source: gh-sox-controls,era-research
E-0039,era-research-github,FrancoStino/opencode-skills-collection/bundled-skills/it-manager-pro/SKILL.md,reference,https://github.com/FrancoStino/opencode-skills-collection,Source: gh-cobit-2019,era-research
E-0040,era-research-github,FrancoStino/opencode-skills-collection/bundled-skills/privacy-by-design/README.md,reference,https://github.com/FrancoStino/opencode-skills-collection,Source: gh-gdpr-article-25,era-research
E-0041,era-research-github,fremantle-industries/signaturedb/README.md,reference,https://github.com/fremantle-industries/signaturedb,Source: gh-hipaa-audit-trail,era-research
E-0042,era-research-github,frmoretto/clarity-gate/docs/PRIOR_ART.md,reference,https://github.com/frmoretto/clarity-gate,Source: gh-fda-21-cfr-part-11,era-research
E-0043,era-research-github,GlobalSushrut/mcp-zero/core/research_market_segments.md,reference,https://github.com/GlobalSushrut/mcp-zero,Source: gh-iso-9001-audit,era-research
E-0044,era-research-github,harvard-edge/cs249r_book/book/tools/audit/data/chapter_terms/vol2_security_privacy_security_privacy.json,reference,https://github.com/harvard-edge/cs249r_book,Source: gh-hipaa-audit-trail,era-research
E-0045,era-research-github,jassics/cybersecurity-roadmap/grc-privacy.md,reference,https://github.com/jassics/cybersecurity-roadmap,Source: gh-cobit-2019,era-research
E-0046,era-research-github,jassics/cybersecurity-roadmap/JDs/grc-privacy.md,reference,https://github.com/jassics/cybersecurity-roadmap,Source: gh-cobit-2019,era-research
E-0047,era-research-github,JaviMontano/mao-pm-apex/commands/assess-waterfall.md,reference,https://github.com/JaviMontano/mao-pm-apex,Source: gh-pmbok-audit,era-research
E-0048,era-research-github,jeremycharlesgillespie/excel-mcp/todo_list.txt,reference,https://github.com/jeremycharlesgillespie/excel-mcp,Source: gh-sox-controls,era-research
E-0049,era-research-github,Jiheddridi/ProjetKPMG/README.md,reference,https://github.com/Jiheddridi/ProjetKPMG,Source: gh-cobit-2019,era-research
E-0050,era-research-github,JinnZ2/earth-systems-physics/substrate_audit.py,reference,https://github.com/JinnZ2/earth-systems-physics,Source: gh-six-sigma-audit,era-research
E-0051,era-research-github,JinnZ2/Geometric-to-Binary-Computational-Bridge/mappings/Md.md,reference,https://github.com/JinnZ2/Geometric-to-Binary-Computational-Bridge,Source: gh-six-sigma-audit,era-research
E-0052,era-research-github,JinnZ2/Geometric-to-Binary-Computational-Bridge/mappings/six_sigma_audit.py,reference,https://github.com/JinnZ2/Geometric-to-Binary-Computational-Bridge,Source: gh-six-sigma-audit,era-research
E-0053,era-research-github,JinnZ2/Mathematic-economics/audit/system_audit.py,reference,https://github.com/JinnZ2/Mathematic-economics,Source: gh-six-sigma-audit,era-research
E-0054,era-research-github,JinnZ2/Mathematic-economics/CLAUDE.md,reference,https://github.com/JinnZ2/Mathematic-economics,Source: gh-six-sigma-audit,era-research
E-0055,era-research-github,JinnZ2/Mathematic-economics/legacy/Md.md,reference,https://github.com/JinnZ2/Mathematic-economics,Source: gh-six-sigma-audit,era-research
E-0056,era-research-github,JinnZ2/Mathematic-economics/physics_guard/PROVENANCE.md,reference,https://github.com/JinnZ2/Mathematic-economics,Source: gh-six-sigma-audit,era-research
E-0057,era-research-github,JinnZ2/Sovereign-Octahedral-Mandala-Substrate-SOMS-/Notes.md,reference,https://github.com/JinnZ2/Sovereign-Octahedral-Mandala-Substrate-SOMS-,Source: gh-six-sigma-audit,era-research
E-0058,era-research-github,JinnZ2/thermodynamic-accountability-framework/calibration/first_principles_audit.py,reference,https://github.com/JinnZ2/thermodynamic-accountability-framework,Source: gh-six-sigma-audit,era-research
E-0059,era-research-github,JinnZ2/thermodynamic-accountability-framework/calibration/substrate_audit.py,reference,https://github.com/JinnZ2/thermodynamic-accountability-framework,Source: gh-six-sigma-audit,era-research
E-0060,era-research-github,JinnZ2/thermodynamic-accountability-framework/political_audit/audit_protocol.md,reference,https://github.com/JinnZ2/thermodynamic-accountability-framework,Source: gh-six-sigma-audit,era-research
E-0061,era-research-github,JinnZ2/thermodynamic-accountability-framework/political_audit/Pull_Request.md,reference,https://github.com/JinnZ2/thermodynamic-accountability-framework,Source: gh-six-sigma-audit,era-research
E-0062,era-research-github,JinnZ2/thermodynamic-accountability-framework/political_audit/README.md,reference,https://github.com/JinnZ2/thermodynamic-accountability-framework,Source: gh-six-sigma-audit,era-research
E-0063,era-research-github,jonathanob863-png/case-management/client/src/components/WorkspaceLayout.tsx,reference,https://github.com/jonathanob863-png/case-management,Source: gh-itil-audit,era-research
E-0064,era-research-github,jonathanob863-png/case-management/docs/LIVE_READINESS_ASSESSMENT.md,reference,https://github.com/jonathanob863-png/case-management,Source: gh-itil-audit,era-research
E-0065,era-research-github,jonathanob863-png/case-management/docs/PLATFORM_REVIEW.md,reference,https://github.com/jonathanob863-png/case-management,Source: gh-itil-audit,era-research
E-0066,era-research-github,jonathanob863-png/case-management/scripts/sop_updates.cjs,reference,https://github.com/jonathanob863-png/case-management,Source: gh-itil-audit,era-research
E-0067,era-research-github,jonathanob863-png/case-management/scripts/sop_updates.js,reference,https://github.com/jonathanob863-png/case-management,Source: gh-itil-audit,era-research
E-0068,era-research-github,jonathanob863-png/case-management/server/routers/platformAssistant.ts,reference,https://github.com/jonathanob863-png/case-management,Source: gh-itil-audit,era-research
E-0069,era-research-github,jonathanob863-png/case-management/server/sop-docs/triveracore-user-guide.md,reference,https://github.com/jonathanob863-png/case-management,Source: gh-itil-audit,era-research
E-0070,era-research-github,jonathanob863-png/case-management/todo.md,reference,https://github.com/jonathanob863-png/case-management,Source: gh-itil-audit,era-research
E-0071,era-research-github,KahfiSmith/docutrace-ai-compliance-assistant/docs/api.md,reference,https://github.com/KahfiSmith/docutrace-ai-compliance-assistant,Source: gh-iso-9001-audit,era-research
E-0072,era-research-github,kausalflow/tools/content/tools/colabra.md,reference,https://github.com/kausalflow/tools,Source: gh-fda-21-cfr-part-11,era-research
E-0073,era-research-github,kevinkawchak/physical-ai-oncology-trials/privacy/access-control/README.md,reference,https://github.com/kevinkawchak/physical-ai-oncology-trials,Source: gh-fda-21-cfr-part-11,era-research
E-0074,era-research-github,Kibble7/Kibble7.github.io/_portfolio/2025-portfolio/2025-03-04-ITIL-Report.html,reference,https://github.com/Kibble7/Kibble7.github.io,Source: gh-itil-audit,era-research
E-0075,era-research-github,KLDCS-codexcrafter/smart-ops-foundation/src/types/iso9001.ts,reference,https://github.com/KLDCS-codexcrafter/smart-ops-foundation,Source: gh-iso-9001-audit,era-research
E-0076,era-research-github,korowiow80/PodSearch_Content/2-Feeds/po/podcasts.odiogo.com/free-articles-in-project-management/podcasts-xml.php,reference,https://github.com/korowiow80/PodSearch_Content,Source: gh-six-sigma-audit,era-research
E-0077,era-research-github,kossisoroyce/timber/docs/architecture.md,reference,https://github.com/kossisoroyce/timber,Source: gh-fda-21-cfr-part-11,era-research
E-0078,era-research-github,Lama999901/metagenesis-core-public/docs/CLIENT_GUIDE.md,reference,https://github.com/Lama999901/metagenesis-core-public,Source: gh-fda-21-cfr-part-11,era-research
E-0079,era-research-github,Lama999901/metagenesis-core-public/docs/EXECUTIVE_SUMMARY.md,reference,https://github.com/Lama999901/metagenesis-core-public,Source: gh-fda-21-cfr-part-11,era-research
E-0080,era-research-github,LarsCowe/bmalph/bmad/bmm/workflows/2-plan-workflows/create-prd/data/prd-purpose.md,reference,https://github.com/LarsCowe/bmalph,Source: gh-sox-controls,era-research
E-0081,era-research-github,LarsCowe/bmalph/bmad/core/tasks/bmad-create-prd/data/prd-purpose.md,reference,https://github.com/LarsCowe/bmalph,Source: gh-sox-controls,era-research
E-0082,era-research-github,LarsCowe/bmalph/bmad/lite/create-prd.md,reference,https://github.com/LarsCowe/bmalph,Source: gh-sox-controls,era-research
E-0083,era-research-github,lawve-ai/awesome-legal-skills/skills/eu-cra-tanaji-hemant-naik/SKILL.md,reference,https://github.com/lawve-ai/awesome-legal-skills,Source: gh-gdpr-article-25,era-research
E-0084,era-research-github,Liorrr/mltk/docs/api/fda-audit.md,reference,https://github.com/Liorrr/mltk,Source: gh-fda-21-cfr-part-11,era-research
E-0085,era-research-github,magotronico/UltraSteelChallenge/README.md,reference,https://github.com/magotronico/UltraSteelChallenge,Source: gh-iso-9001-audit,era-research
E-0086,era-research-github,majiayu000/claude-skill-registry/skills/business/it-manager-pro/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-cobit-2019,era-research
E-0087,era-research-github,majiayu000/claude-skill-registry/skills/data/admin-dashboard/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-hipaa-audit-trail,era-research
E-0088,era-research-github,majiayu000/claude-skill-registry/skills/data/financial-close/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-sox-controls,era-research
E-0089,era-research-github,majiayu000/claude-skill-registry/skills/development/admin-dashboard/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-hipaa-audit-trail,era-research
E-0090,era-research-github,majiayu000/claude-skill-registry/skills/devops/financial-close-lerianstudio-ring/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-sox-controls,era-research
E-0091,era-research-github,majiayu000/claude-skill-registry/skills/devops/financial-close/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-sox-controls,era-research
E-0092,era-research-github,majiayu000/claude-skill-registry/skills/security/eu-cra/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-gdpr-article-25,era-research
E-0093,era-research-github,majiayu000/claude-skill-registry/skills/security/healthcare-audit-logger/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-hipaa-audit-trail,era-research
E-0094,era-research-github,majiayu000/claude-skill-registry/skills/security/privacy-by-design/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-gdpr-article-25,era-research
E-0095,era-research-github,majiayu000/claude-skill-registry/skills/security/uk-legal-compliance/SKILL.md,reference,https://github.com/majiayu000/claude-skill-registry,Source: gh-gdpr-article-25,era-research
E-0096,era-research-github,Marcelo-Rosas/vectraclaw-backend/supabase/migrations/20260516240000_audit_log_foundation.sql,reference,https://github.com/Marcelo-Rosas/vectraclaw-backend,Source: gh-pmbok-audit,era-research
